Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SONNINO,5902920022,100.0,26.911666666666665,11.518233993687286,28.97777777777778,13.999249318498526
SONNINO,5902920026,73.0,30.702333333333332,9.677424106307079,31.400000000000002,12.05584229049689
SONNINO,5902926618,42.0,28.675,10.836191028216511,30.944444444444443,13.548476065731663
SONNINO,5902926621,28.0,28.929000000000002,12.333596555749665,29.866666666666667,12.571031514292427
SONNINO,5902926624,21.0,28.161,10.836191028216511,29.96666666666667,13.555195805790978
SONNINO,5902926614,42.0,30.082666666666668,9.346339087221974,30.105555555555554,10.545632762919936
SONNINO,5902926609,14.0,29.080000000000002,10.836191028216511,32.416666666666664,13.555195805790978
SONNINO,5902926704,12.0,34.736000000000004,11.705155146344708,42.51111111111111,14.166669934640144
SONNINO,5902926707,15.0,27.195,12.333596555749665,28.761111111111113,12.56491293392187
SORA,6007410001,20215.0,23.831333333333333,15.970259056550502,25.59444444444445,13.1445841544186
SORA,6007420230,5.0,26.127666666666663,19.032443913836534,29.422222222222224,19.595622621542955
SORA,6007420014,68.0,28.861666666666668,18.277176651040318,32.4,19.734572033194265
SORA,6007420228,5.0,26.59333333333333,17.74222582804461,29.461111111111112,16.464526963995905
SORA,6007420229,5.0,25.683,19.03187770557598,28.722222222222225,19.59562262154295
SORA,6007426627,12.0,25.89633333333333,11.415317005380679,29.011111111111113,6.784159108895871
SORA,6007426620,28.0,23.12033333333333,13.848929537452825,24.22222222222222,10.291046989891171
SORA,6007426602,36.0,26.956000000000003,18.28169874491974,30.822222222222223,18.78655941929801
SORA,6007426719,16.0,23.336333333333332,14.288232442584818,24.594444444444445,10.786544258335804
SORA,6007426604,32.0,25.635333333333335,11.636622247599744,28.53333333333333,7.13144445396583
SORA,6007426631,31.0,26.494,19.03187770557598,29.71111111111111,19.601766738211616
SORA,6007420016,180.0,25.323333333333334,12.645526376285542,27.738888888888887,8.465228443024593
SORA,6007420026,43.0,24.993666666666666,12.244998421124167,26.955555555555556,7.883991046089208
SORA,6007426724,4.0,24.840333333333334,12.645526376285542,26.505555555555556,8.465228443024593
SORA,6007426725,103.0,28.426,19.096429744850212,31.38333333333333,20.174495725489095
SORA,6007426633,17.0,27.104999999999997,19.031877705575976,29.994444444444444,19.60176673821162
SORA,6007426713,36.0,28.367,18.281698744919737,32.855555555555554,18.786559419298012
SORIANO NEL CIMINO,5604810001,371.0,43.92766666666667,22.00160890329008,42.544444444444444,23.05935176243477
SORIANO NEL CIMINO,5604810002,319.0,35.20766666666667,14.457815614169844,38.44444444444444,18.041805875778046
