Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
GALLINARO,272.0,21.57242647058823,25.834068627450982,1.144098771959838,1.8620478571245698
GAVIGNANO,1192.0,6.835885906040268,9.748769574944072,0.9424155892477282,1.2587471725666137
GENAZZANO,4478.0,10.201902188477,15.005415364001786,1.1895050651426413,1.2502555294374382
GENZANO DI ROMA,21190.0,1.531950495516753,4.670602485449112,3.3074749081220776,3.816034986196145
GERANO,957.0,21.005244514106582,29.97685475444096,0.3945655839020934,1.4024284493533226
GIULIANO DI ROMA,1263.0,14.775225653206652,19.852692003167064,1.977962259498395,2.3155093032275498
GORGA,561.0,17.401,22.625757575757575,4.814690073099201,7.353910524340093
GRADOLI,1202.0,14.46896006655574,20.89916805324459,2.5321493834290263,1.4024284493533226
GRAFFIGNANO,1735.0,23.888533141210374,26.858290105667628,2.0900185605236463,2.0401695191004756
GRECCIO,1176.0,21.079349489795916,21.510856009070295,1.5808863020470503,3.7284454609871327
GROTTAFERRATA,19997.0,1.5770792618892833,4.4453117967695155,1.0529092265175164,2.2527056043084146
GROTTE DI CASTRO,2294.0,10.267,12.95,,
GUARCINO,1028.0,10.242181906614785,13.242736705577174,1.5846262966390527,1.8384776310850233
ISCHIA DI CASTRO,1958.0,27.099,26.78333333333333,,
ISOLA DEL LIRI,8767.0,4.999652902931448,13.838274210106078,0.9118487813228683,3.4418462422885123
ITRI,8045.0,9.777176009944064,13.281385954008705,2.9679042605852364,3.4646749085913124
JENNE,305.0,12.723,21.85,,
LABICO,6129.0,7.359925436449667,10.466799912982,0.9701505037879431,2.533799299251796
LABRO,115.0,25.86113043478261,31.114347826086952,3.5814958467098617,3.134840063260361
LANUVIO,9621.0,7.0628063610851255,11.984807539063851,2.019325094997265,2.5669285194195655
LARIANO,13106.0,6.179,9.383333333333333,,
LATERA,742.0,17.469,20.5,,
LENOLA,3624.0,9.640097958057394,15.881921449595293,2.589127385635481,3.4047993670932697
LEONESSA,1795.0,42.33892367688021,42.77085422469823,3.449539973592387,3.342303969458139
LICENZA,809.0,21.79292336217553,24.019344870210134,3.5899811280841005,5.86898628384835
LONGONE SABINO,383.0,21.377078328981725,26.6121409921671,4.813665157652743,6.873087276013866
LUBRIANO,450.0,19.837,20.816666666666663,,
MAENZA,1713.0,10.259131932282544,13.60072971395213,1.2233218437244282,1.3194064322009862
MAGLIANO ROMANO,1321.0,37.468,45.766666666666666,,
MAGLIANO SABINA,2486.0,1.8786190667739342,3.8966009654062748,2.9564862534208856,4.2679164836148225
MANDELA,839.0,17.6099547079857,17.35065554231228,0.009899494936611204,0.3771236166328265
MANZIANA,7105.0,6.773304714989444,9.30934787708187,1.5466400141381746,2.2571901575648003
MARANO EQUO,782.0,14.006000000000002,17.783333333333335,,
MARCELLINA,6813.0,10.765866431821514,15.949838543960077,3.312011825663268,4.900604649012807
MARCETELLI,69.0,43.531,55.7,,
MARTA,3064.0,11.246,15.53333333333333,,
MAZZANO ROMANO,2452.0,31.0,36.21666666666667,,
MENTANA,21103.0,15.326338435293561,22.09909333586062,2.600697656399144,3.1592588793365253
MICIGLIANO,108.0,30.515999999999995,36.23333333333333,,
MINTURNO,18927.0,3.3471117979605856,7.006101512829995,1.639349039322399,3.30113081329181
MOMPEO,244.0,37.95394262295081,42.90928961748634,1.3597663402217322,2.4984439601924664
MONTALTO DI CASTRO,6323.0,25.341794559544518,21.44729822341715,6.642075493183051,4.427510833700996
MONTASOLA,231.0,26.140238095238097,35.76139971139971,0.3570564847938406,2.2271265326856904
MONTE COMPATRI,10388.0,3.2568233538698492,5.58543030419715,3.8929278963346605,4.961105455447136
MONTE PORZIO CATONE,8307.0,4.215820512820512,8.707957144576863,1.3552876816381088,2.3689367047498573
MONTE ROMANO,1896.0,13.957,14.5,,
MONTE SAN BIAGIO,4663.0,9.10159832725713,13.062177425119739,1.405247141174028,1.907619549511645
MONTE SAN GIOVANNI CAMPANO,5300.0,8.723701886792453,12.569896226415095,2.2930163576258824,3.112475191152699
MONTE SAN GIOVANNI IN SABINA,472.0,23.98441101694915,25.292867231638418,1.3176729108545864,1.4061274637970926
MONTEBUONO,604.0,13.886789735099336,16.246578366445917,0.8828167797831364,1.0762933649369988
MONTEFIASCONE,11222.0,0.8805449117804311,1.922966791421612,2.3122172259543436,3.5149087233288627
MONTEFLAVIO,1188.0,30.319000000000003,38.63333333333333,,
