Comune,Popolazione_totale,SI_mean_km,SP_mean_km,SS_mean_km,IC_mean_km,SI_mean_min,SP_mean_min,SS_mean_min,IC_mean_min,SI_St.Dv_km,SP_St.Dv_km,SS_St.Dv_km,IC_St.Dv_km,SI_St.Dv_min,SP_St.Dv_min,SS_St.Dv_min,IC_St.Dv_min
ARPINO,3191.0,7.919212315888436,5.395071137574428,3.845135694139768,3.845135694139768,39.536391413350046,28.03484104599742,25.10448135380758,25.10448135380758,5.305522595359332,6.714539234364822,11.510264249904587,11.510264249904587,18.603354282767807,27.08483138606969,44.68809824774377,44.68809824774377
ARSOLI,1260.0,0.4309999999999999,0.158,0.025,,6.516666666666667,3.0,0.45,,,,,,,,,
ARTENA,12903.0,3.982878369371464,3.1592412810974193,2.179450902890801,2.179450902890801,26.276508047224155,17.43703596062931,13.808321062285257,13.808321062285257,1.0547090821643663,1.3642209612998917,2.928799156651067,2.928799156651067,4.329024396122321,5.093207111492282,11.826790444673575,11.826790444673575
ASCREA,174.0,5.22609195402299,31.253896551724136,61.116908045977006,40.76759770114943,48.970881226053635,149.55536398467433,155.29233716475096,106.30268199233717,2.264155913359325,42.407314988100815,46.00366007721559,12.563873288122577,30.028467974388715,361.7440441420179,104.60466316352993,4.195500235040204
ATINA,2745.0,2.8170459016393443,2.8170459016393443,3.309285974499089,2.8143402550091072,16.48831815421979,16.48831815421979,16.633831208257437,14.39476017000607,2.4288544138412997,2.4288544138412997,2.319947209430735,2.3226966342046165,7.705684966833304,7.705684966833304,15.321204194833967,8.87715971730061
AUSONIA,1745.0,1.8048934097421205,1.822350429799427,2.0274991404011464,55.05101203438396,16.1643553008596,17.841566380133717,20.347965616045848,135.3087965616046,1.376430152109566,1.382627169886767,1.8145816848268614,7.38864170565507,18.006412999009804,17.792333427290497,15.480478746544701,22.962670629180796
BAGNOREGIO,3005.0,2.2524399334442595,2.002630615640599,2.002630615640599,2.887666555740432,10.023521907931226,7.590354963948974,7.590354963948974,18.862401552967274,6.423961135208296,6.585399000819919,6.585399000819919,6.7872018289326475,12.49407544783912,17.562860646092766,17.562860646092766,5.652383961165805
BARBARANO ROMANO,852.0,0.2718532863849765,5.822285211267606,5.5100399061032865,19.891518779342725,3.679244913928013,9.509526604068856,9.49285993740219,57.65980046948357,0.737512372777569,0.6724585489084058,0.6717514421272203,0.30405591591021525,10.029131179829202,2.958063367963724,2.958063367963724,1.6617009357883827
BASSANO IN TEVERINA,1036.0,0.205,0.422,8.695,9.565,2.55,5.416666666666667,77.9,23.48333333333333,,,,,,,,
BASSANO ROMANO,3394.0,0.161,0.331,0.55,0.55,2.283333333333333,4.433333333333334,7.2,7.2,,,,,,,,
BASSIANO,1141.0,0.8613978965819457,0.7952857142857144,0.7952857142857144,10.34665907099036,10.956952965235173,8.950847210049664,8.950847210049664,32.4067046450482,1.6255276835538668,1.6143139925883896,1.6143139925883896,2.0728564028090966,12.329303958906646,11.344140068285865,11.344140068285865,8.421834222226574
BELLEGRA,2058.0,0.5171263362487852,0.5171263362487852,0.9811190476190477,3.9525097181729834,6.268367346938775,6.268367346938775,12.00221088435374,29.727065111758986,1.7533961332226098,1.7533961332226098,1.724745271047293,2.020024649189542,25.238629636450668,25.238629636450668,16.862896894266616,17.922143865641207
BELMONTE CASTELLO,296.0,0.76,0.862,7.622,41.409,12.566666666666666,14.083333333333334,15.083333333333334,151.85,,,,,,,,
BELMONTE IN SABINA,463.0,2.558509719222462,2.558509719222462,23.045833693304534,23.045833693304534,36.48002159827214,36.48002159827214,178.47177825773935,178.47177825773935,1.4101791848319607,1.4101791848319607,2.4572224156555302,2.4572224156555302,18.978128249431023,18.978128249431023,26.695550329734864,26.695550329734864
BLERA,2798.0,1.1163066476054322,1.031986418870622,1.0048395282344533,14.180324160114367,5.946551107934239,5.027090779127948,4.60047057421968,31.345895878008097,4.7095086792573175,4.680579486915412,4.744961573430635,2.433479059563352,4.267154919980187,4.24774449953541,5.033747223601033,4.782675138610348
BOLSENA,3107.0,0.19863694882523333,0.9365178628902479,0.19863694882523333,15.572215642098488,2.2893841862461106,13.2291277759897,2.2893841862461106,25.410572899903443,3.9279781694912717,3.1869302628077696,3.9279781694912717,3.6458425637978396,7.766389480032247,2.133105456579419,7.766389480032247,2.887352689845068
BOMARZO,1584.0,0.29400189393939397,0.720314393939394,0.720314393939394,14.290820075757576,1.1970959595959596,7.101483585858586,7.101483585858586,54.522001262626254,4.226377231151995,3.7830212793480293,3.7830212793480293,3.2081434662433654,15.886332350657769,12.716136948338077,12.716136948338077,5.645069136472605
BORBONA,549.0,20.589958105646627,6.290520947176685,21.035697632058287,52.80044262295082,30.90306618093503,24.9669095324833,36.38724954462659,98.80783242258651,5.869126255244473,1.3565533531711904,5.8447135373201435,6.724398882675931,18.065577560448837,9.41427698291861,19.80536543464927,32.07402895386443
BORGO VELINO,917.0,0.57473173391494,0.7217317339149399,2.190703380588877,12.44773173391494,7.875899672846238,9.975899672846236,30.542093784078514,23.52906215921483,0.8923687578574231,0.8923687578574231,0.8548920984545361,0.8923687578574233,11.37263406408364,11.37263406408364,10.748023074035519,11.396204290123192
BORGOROSE,4115.0,5.936590886998786,5.936590886998786,5.93413560145808,5.936812393681653,13.936132037262048,13.936132037262048,14.034046172539488,13.88308221952207,3.5873966639020876,3.5873966639020876,3.5900939662929696,3.5748753824434214,12.378157658213905,12.378157658213905,12.619767681094066,12.058114013108083
BOVILLE ERNICA,6988.0,6.164919826846022,5.831471284106088,6.505967515741271,6.505967515741271,62.26077382655982,50.20701281562044,46.39844733829422,46.39844733829422,4.206270431714007,3.0182335559546414,7.171793813694998,7.171793813694998,22.2740137051781,31.133030118187683,37.34958300205439,37.34958300205439
BRACCIANO,16521.0,2.1285405847103687,1.945304279401973,1.50389352944737,1.7546951758368134,15.502362313284774,18.273261808203703,12.605164134535842,16.04386134818312,3.005647368488809,2.930594519224915,3.0720440697793814,3.3637377507105923,12.690914629330061,12.411407318906365,11.870101978822857,11.673515978857527
BROCCOSTELLA,1679.0,0.8081899940440739,1.0056664681357952,0.835432400238237,0.835432400238237,8.055807027992854,10.30477466746079,8.465634306134605,8.465634306134605,2.141729130087805,2.242219584845933,2.1475339927460984,2.1475339927460984,15.147737729883406,15.429375392413004,15.160300098417382,15.160300098417382
CALCATA,801.0,0.31474032459425716,2.194283395755306,2.386578027465668,7.40305368289638,4.971514773200166,31.299188514357052,34.697523928422804,22.593945068664166,0.34692410313112193,0.259679289380831,0.2602249027283898,0.3025012396668815,6.14223388003396,5.2585996586895964,5.258511618741984,5.352422435302164
CAMERATA NUOVA,382.0,41.004,0.128,41.004,41.004,89.41666666666669,1.666666666666667,89.41666666666669,89.41666666666669,,,,,,,,
CAMPAGNANO DI ROMA,8623.0,1.912000347906761,1.8930003479067605,1.7823849008465733,1.7823849008465733,9.28906606362828,9.022399396961614,8.616939193629442,8.616939193629442,1.4360132311368166,1.4360132311368166,1.4665344637386921,1.4665344637386921,3.7217080905292814,3.7217080905292814,4.093634964456677,4.093634964456677
CAMPODIMELE,387.0,14.432183462532297,13.9581834625323,24.915183462532298,24.915183462532298,32.4088285960379,26.192161929371228,78.07549526270456,78.07549526270456,3.2385490578343874,3.2385490578343874,3.2385490578343887,3.2385490578343887,5.916126735927445,5.916126735927451,5.916126735927443,5.916126735927443
CAMPOLI APPENNINO,817.0,0.49750917992656063,0.7376780905752753,0.403265605875153,26.678887392900855,5.739636882904936,8.886311709506325,4.324500203998368,119.61160750713996,2.114022134068925,1.1650012875529367,1.8798249918542949,2.3669754786787864,6.877674563935647,8.191847516936624,9.639862262731995,5.961092989513711
CANALE MONTERANO,3134.0,1.1964245373324824,1.3116614550095724,1.107509253350351,4.937848117421825,6.620171240161668,8.96904382046373,4.591714528823654,17.212476068921507,1.3640675310140136,1.188719338896557,1.5202428259985312,1.469282591380342,4.573724776736499,2.6296871733401352,6.257521400209037,4.622196347416894
CANEPINA,2755.0,0.4301778584392015,0.4301778584392015,0.4301778584392015,16.38501161524501,5.553278886872353,5.553278886872353,5.553278886872353,41.17251058681185,1.3152186130069783,1.3152186130069783,1.3152186130069783,1.207031275485437,1.8502627441047996,1.8502627441047996,1.8502627441047996,0.5421151989096908
CANINO,4786.0,0.431,0.614,0.431,0.675,5.5,8.283333333333333,5.5,9.066666666666666,,,,,,,,
CANTALICE,2055.0,2.1026442822384426,2.1026442822384426,2.1026442822384426,15.815683698296837,31.94164639091646,31.94164639091646,31.94164639091646,39.64571776155718,1.1910264328033882,1.1910264328033882,1.1910264328033882,2.323085416971459,13.0079810388496,13.0079810388496,13.0079810388496,12.233552140723393
CANTALUPO IN SABINA,1345.0,0.22770260223048328,0.22770260223048328,5.174333828996283,20.914607434944237,2.8780297397769514,2.8780297397769514,9.919615861214375,91.6972242874845,1.552099384704472,1.552099384704472,1.7267547596575485,9.478059295024483,21.81424419960499,21.81424419960499,18.60869345822598,48.283608042021406
CANTERANO,317.0,8.232,0.047,8.209,10.024,65.55,0.9166666666666666,65.26666666666667,69.06666666666666,,,,,,,,
CAPENA,9992.0,2.7843356685348275,5.960536429143315,2.2158907125700558,2.2158907125700558,15.328636242327196,21.336058847077663,11.528317654123299,11.528317654123299,1.3234473247653533,0.8812098150243437,2.288313841695504,2.288313841695504,12.04091569581196,9.961508094586808,12.086297939551129,12.086297939551129
CAPODIMONTE,1509.0,10.307385685884693,0.8497733598409544,4.002866136514248,9.910385685884693,28.977910315882486,11.642555776452395,11.341970399823282,20.04457698254915,0.5921066908364858,0.25944363549719235,0.9589874868839535,0.5921066908364858,2.267667262808815,3.564225540521209,2.0514448386261637,2.267667262808813
CAPRANICA,5593.0,0.6640237797246558,1.4643143214732703,1.6319047023064543,1.6319047023064543,8.318287740628167,5.870174027057632,9.437454556290602,9.437454556290602,2.5637794204390256,7.7827904325291115,7.812176329295186,7.812176329295186,14.276433410552018,13.495914162222359,15.136718753733572,15.136718753733572
CAPRANICA PRENESTINA,272.0,10.597415441176471,77.97941544117646,75.01541544117647,27.713415441176473,25.18621323529411,216.40287990196077,211.0362132352941,60.886213235294115,5.3183708971827075,5.3183708971827075,5.318370897182704,5.3183708971827075,8.224798770475472,8.22479877047546,8.224798770475486,8.224798770475473
CAPRAROLA,4511.0,1.0025918864996675,1.0025918864996675,1.0025918864996675,9.009091553979165,7.314837803886796,7.314837803886796,7.314837803886796,27.97029483484815,3.0695505371308025,3.0695505371308025,3.0695505371308025,2.216779759019827,5.150094389642022,5.150094389642022,5.150094389642022,1.732411613907041
CARBOGNANO,1773.0,0.723,0.723,0.723,4.164,10.083333333333334,10.083333333333334,10.083333333333334,26.016666666666666,,,,,,,,
CARPINETO ROMANO,3866.0,0.539,0.525,0.025,88.92,8.65,8.466666666666667,0.35,236.03333333333333,,,,,,,,
CASALATTICO,269.0,8.719933085501859,5.976301115241636,5.976301115241636,23.666449814126395,60.188351920693925,31.61672862453532,31.61672862453532,119.86493184634449,2.313653539318279,3.4376229141661248,3.4376229141661248,18.863929924594185,33.853432043311514,15.729199668839552,15.729199668839552,47.42747299239592
CASALVIERI,1053.0,2.3318461538461537,2.413239316239316,2.413239316239316,24.800610636277302,24.4340930674264,19.665115542893318,19.665115542893318,97.859670781893,1.8106019231669408,1.5836505417741438,1.5836505417741438,8.20434391675505,17.264887048177428,20.773961737322427,20.773961737322427,25.627633043198223
CASAPE,622.0,3.3039999999999994,0.302,3.791,51.03,51.4,6.833333333333333,17.566666666666666,120.31666666666663,,,,,,,,
CASAPROTA,555.0,0.8741621621621621,0.8741621621621621,12.712237837837836,62.69632432432432,12.647927927927928,12.647927927927928,38.90882882882883,626.315045045045,1.1737972567696688,1.1737972567696688,1.3307749621930836,39.25149742366525,16.251670854270813,16.251670854270813,26.21009135598137,404.1822361262305
CASPERIA,829.0,1.103325693606755,1.103325693606755,1.103325693606755,27.600872135102534,13.4827100924809,13.4827100924809,13.4827100924809,107.18542420587053,0.98435196957186,0.98435196957186,0.98435196957186,4.655346635858603,8.916967284652085,8.916967284652085,8.916967284652085,16.654352117222828
CASSINO,28516.0,3.9242705016481976,3.0874670068265764,1.917927701407397,1.9730170313741993,23.587449370528816,25.62286240862829,18.817103848132042,18.988861418930504,4.96717503921129,4.301327161042315,4.482530779029262,4.727083875355553,29.79384744402865,27.097731400886342,24.526546938569194,24.266760560961348
CASTEL DI TORA,229.0,0.3410000000000001,3.747,14.81,70.337,5.683333333333334,11.633333333333333,28.28333333333334,326.7,,,,,,,,
CASTEL GANDOLFO,8424.0,1.9918171889838556,4.000057454890789,6.505672839506172,6.505672839506172,28.111119025007913,34.76310937005381,45.22054447610004,45.22054447610004,1.3956526549730535,0.3975881453631802,5.406733117141996,5.406733117141996,18.602720330739363,5.809911311237409,30.633688487845703,30.633688487845703
CASTEL MADAMA,6135.0,0.8639722358054877,0.8755390383048086,0.7053517522412387,0.7053517522412387,8.752557276102511,9.536682966585168,6.304031513175767,6.304031513175767,2.8466834224071014,2.678294513305062,3.0060632561541354,3.0060632561541354,16.632568236195134,17.39197345733775,16.92291236646231,16.92291236646231
CASTEL SAN PIETRO ROMANO,753.0,0.7518499335989376,0.7518499335989376,2.5100318725099604,2.5100318725099604,9.804094732182381,9.804094732182381,37.41478530323152,37.41478530323152,1.1500269562058099,1.1500269562058099,0.7491334438313821,0.7491334438313821,25.40662779888569,25.40662779888569,12.188666373437373,12.188666373437373
CASTEL SANT'ANGELO,1081.0,4.88795282146161,1.6619722479185939,6.877018501387604,10.76650416281221,32.326672833795875,24.785090965155717,34.72022818378045,46.1858926919519,1.9722669456140833,0.8967348177322733,1.6906447347233007,1.7855478951051091,17.04463018048259,12.735074259780207,12.296357592917914,12.93965951483223
CASTEL SANT'ELIA,2181.0,0.7219646950939936,1.4698555708390646,0.7219646950939936,4.299850985786336,5.635824545315605,5.634387895460798,5.635824545315605,10.982874828060522,9.139012578865765,9.208856986618915,9.139012578865765,1.7429848918832698,32.25513166177622,33.153069518802006,32.25513166177622,9.05492499508785
CASTELFORTE,3913.0,2.974653846153846,1.5626870687452084,2.9525831842576027,2.9525831842576027,24.39465669988926,17.213523298407022,24.039871368941135,24.039871368941135,3.689752114528382,2.3312577166985773,3.7267624242318784,3.7267624242318784,28.543626939982392,19.81735607622399,28.804181795164556,28.804181795164556
CASTELLIRI,1987.0,1.2776071967790636,0.9823925515853046,0.9580991444388525,2.7337191746351284,19.432687468545545,16.510526757255494,16.17333501090421,17.736621372252976,0.656705334098432,0.3366966983305103,0.3476128114248188,0.6931567283089735,3.842205915394996,4.594048081787758,4.677257327869733,4.921494804539685
CASTELNUOVO DI FARFA,672.0,0.228,62.256,61.73,26.869999999999997,3.8333333333333335,160.0,153.06666666666666,261.28333333333336,,,,,,,,
CASTELNUOVO DI PORTO,7705.0,8.68342277741726,14.58171713173264,8.651529656067488,8.715315898767033,38.28724962145793,54.401282716850524,37.729543586415744,38.844955656500105,11.16794055438112,2.0005938701628905,11.1856070231432,11.15038792833599,24.085017173518423,13.516586909908941,24.303424759207395,23.88346597732304
