Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
NORMA,3417.0,1.086,3.2833333333333337,,
OLEVANO ROMANO,5239.0,0.2516666666666666,1.7277777777777779,,
ONANO,796.0,0.233,0.6,,
ORIOLO ROMANO,3094.0,0.46022969187675067,1.2370196796667383,1.133727872502431,1.7481250979334089
ORTE,7896.0,2.1545599459642015,4.305453534841833,2.3520766429671327,3.313338842574705
ORVINIO,355.0,6.309,8.483333333333333,,
PAGANICO SABINO,122.0,0.22700000000000004,0.8666666666666667,,
PALESTRINA,19853.0,1.8302280931513297,4.046404685549902,1.4455091031034937,1.820514253612281
PALIANO,5685.0,2.7441593667546176,6.762968337730871,1.6360145679872984,1.9429265617461262
PALOMBARA SABINA,7952.0,1.9616526659959757,3.429859713838587,3.0975850933774653,3.363030329007926
PASTENA,448.0,0.7244419642857143,1.842745535714286,1.6080786672299339,2.1058835130107196
PATRICA,2075.0,2.896055100401606,4.477078982597055,2.0346145012011903,2.9425598133810165
PERCILE,206.0,0.08242718446601942,0.20323624595469253,0.44477016536633845,1.2727922061357855
PESCOROCCHIANO,1848.0,12.95002380952381,17.847876082251084,9.7802505975799,14.108964559072888
PESCOSOLIDO,793.0,6.134360655737705,9.908869272803699,2.8646026733546277,3.06852083353203
PETRELLA SALTO,929.0,6.298483315392896,9.312073914603516,3.970188928989165,4.661967315971794
PIANSANO,1762.0,0.35889216799091933,1.3730609156261822,1.2042028483606906,1.7088413878674897
PICINISCO,288.0,2.615989583333333,4.9375,2.868767438845787,5.117366944478815
PICO,843.0,0.6777330960854092,1.4477263740608937,1.2325382301936474,1.7140712130646119
PIEDIMONTE SAN GERMANO,5445.0,0.6224448117539026,2.2212702785430056,2.1527913017496347,2.7864946562187773
PIGLIO,3374.0,1.7922270302311794,3.413455838767042,2.6062133267946246,4.014266885041231
PIGNATARO INTERAMNA,858.0,1.1242482517482517,2.1539044289044287,1.0242926176960694,1.6865069094301262
PISONIANO,710.0,0.12200000000000001,0.7833333333333333,,
POFI,2148.0,2.049472765363129,3.7739990689013037,1.0855993498582697,1.4093496849226366
POGGIO BUSTONE,1828.0,2.308030087527352,3.8730853391684903,1.7118357008389173,2.497986225979876
POGGIO CATINO,812.0,2.617881773399015,5.942764778325124,1.9428439013466827,3.239296477117626
POGGIO MIRTETO,4972.0,2.3915614105658354,4.244680209171359,2.6229794269254327,3.710841996705733
POGGIO MOIANO,2622.0,4.46122120518688,6.893842698533774,1.1318683341828788,1.471974123050416
POGGIO NATIVO,2243.0,2.3153031654034777,5.635396542329222,1.6729702885645497,2.3254761891218836
POGGIO SAN LORENZO,353.0,0.541,1.5166666666666666,,
POLI,1849.0,18.02583035875248,20.473345952767257,0.2886082183578697,0.685753017963529
PONTECORVO,8560.0,1.3567054906542058,2.8836383696780894,2.273662610561793,3.071343052826914
PONTINIA,8094.0,1.293547524915575,2.5350534003239713,3.1787887480551307,2.8589566553143992
PONZA,3107.0,2.8906674176590497,6.363305081715123,1.9127270913347585,3.6859356205958016
PONZANO ROMANO,969.0,0.154,1.2333333333333334,,
POSTA,554.0,4.645501805054151,7.197864019253911,2.174432365264809,3.239984567864483
POSTA FIBRENO,687.0,1.2706923823386707,3.010391395762575,0.9258384788335862,0.9742360096347985
POZZAGLIA SABINA,302.0,2.0440298013245033,3.8409492273730685,2.474505876601091,3.864139499820636
PRIVERNO,11859.0,1.9535979705989825,3.131444004085036,2.6613123075182568,3.087389036842428
PROCENO,296.0,0.296,1.1166666666666667,,
PROSSEDI,728.0,2.094539835164835,2.81753663003663,5.326574407315332,6.668671573526137
RIANO,9540.0,2.0088121593291404,4.13472629862567,1.5003975209882396,1.8173372492855042
RIGNANO FLAMINIO,8826.0,2.117412833295566,4.827359820731676,2.4643021610332236,2.6833321009560414
RIOFREDDO,698.0,0.144,0.85,,
RIPI,2247.0,4.22882777036048,7.239400682391336,1.9788502948973643,2.2149774988728033
RIVODUTRI,1060.0,1.9651867924528301,3.357672955974843,1.6707017088636738,2.7949187299581193
ROCCA CANTERANO,180.0,15.521333333333335,21.52777777777778,1.15682669402119,1.1902964149973552
ROCCA D'ARCE,465.0,3.0824043010752686,5.543225806451613,1.5528278236816857,2.3244025516726277
ROCCA DI CAVE,231.0,3.0319350649350647,7.921212121212121,3.4443171311596728,6.269680126520721
ROCCA DI PAPA,17115.0,0.6525581458759373,2.349501087415198,5.515559821490873,6.741522339708601
ROCCA MASSIMA,740.0,3.84134054054054,6.290788288288288,0.22305231075542223,0.7744322890804393
ROCCA PRIORA,11798.0,2.249273012374978,3.8872111092275534,1.5826270822532646,1.7845905341241715
ROCCA SANTO STEFANO,833.0,0.10656062424969988,0.39239695878351344,0.6597306268470488,1.9209734222234542
ROCCA SINIBALDA,514.0,4.713012321660181,7.108376567228707,5.633970473795826,8.14275627277478
ROCCAGIOVINE,235.0,0.116,0.4333333333333333,,
ROCCAGORGA,2822.0,6.130361209544059,8.548145523269548,1.0060561246401345,1.0004062960625777
ROCCANTICA,279.0,5.8151111111111105,8.018399044205497,2.2139513318950805,3.123054950240585
ROCCASECCA,2524.0,0.6264972266244058,1.4317419440042263,2.0466027270142635,3.657313407137088
ROCCASECCA DEI VOLSCI,796.0,1.4411143216080402,3.100041876046901,3.6615503546994956,7.2900664910852795
ROIATE,627.0,0.727,1.9166666666666667,,
RONCIGLIONE,7899.0,1.2426338777060388,3.6744257360284713,2.44741515734069,2.789322734704995
ROVIANO,1238.0,0.0605,0.225,,
SABAUDIA,14078.0,3.534386726334233,5.047711164780352,4.370030774710513,3.844975000796419
SACROFANO,6269.0,2.4515745732971768,4.6823948529802735,1.7777998383258773,3.056996102115632
SALISANO,322.0,0.7317236024844721,1.9244306418219461,2.223326411783329,3.4164769595029925
SAMBUCI,811.0,0.392,1.3333333333333333,,
SAN BIAGIO SARACINISCO,167.0,0.7468922155688622,1.3616766467065868,1.3624827705332645,2.2688898411141762
SAN CESAREO,13382.0,1.1517866288048622,3.0223629585346816,1.9956221724461596,2.5170314918300485
SAN DONATO VAL DI COMINO,954.0,0.3678878406708595,0.7639238294898674,1.8744713032390405,2.2767829805980058
SAN FELICE CIRCEO,8293.0,1.7429698942883554,3.276201481838766,1.829865678708796,3.5331024682488885
SAN GIORGIO A LIRI,2590.0,1.045395238095238,2.225652080652081,1.1479561158106875,1.741869216567905
SAN GIOVANNI INCARICO,482.0,2.3959253112033196,3.8376901798063625,0.8327443785460218,1.3683221680421447
SAN GREGORIO DA SASSOLA,1096.0,3.715,6.9,,
SAN LORENZO NUOVO,1741.0,0.2925,1.2166666666666668,,
SAN POLO DEI CAVALIERI,2268.0,1.719465167548501,3.154783950617284,4.436601890336042,6.675917193193035
SAN VITO ROMANO,3023.0,0.8,1.8249999999999997,,
SAN VITTORE DEL LAZIO,458.0,3.1815491266375546,5.100491266375547,1.6931915274448757,2.919950532305489
SANT'AMBROGIO SUL GARIGLIANO,698.0,3.6355085959885396,5.059049665711557,1.2831561024806504,1.607102292257023
SANT'ANDREA DEL GARIGLIANO,827.0,1.502744860943168,2.882627972591697,1.3542487026433183,1.8533586462433378
SANT'ANGELO ROMANO,3031.0,5.736073243154075,8.01744748707797,1.401625449255257,1.3623780951241378
SANT'APOLLINARE,1182.0,396.31902820078966,253.251471141192,1.338014638417335,1.0741213956004927
