Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
SEGNI,5810210002,36.0,7.6935,0.054447222151364126,13.066666666666666,0.3064129385141708
SEGNI,5810220002,183.0,7.477500000000001,0.054447222151364126,10.7,0.3064129385141708
SEGNI,5810220007,30.0,7.5705,0.054447222151364126,10.983333333333333,0.3064129385141695
SEGNI,5810220005,82.0,9.7045,0.054447222151364126,14.924999999999999,0.29462782549439437
SEGNI,5810220006,672.0,8.436499999999999,0.054447222151364126,13.05,0.3064129385141708
SEGNI,5810220004,157.0,6.821,0.053740115370177345,10.225,0.29462782549439437
SELCI,5706510001,700.0,1.509,,3.2333333333333334,
SELCI,5706520001,66.0,2.214,,3.533333333333333,
SELCI,5706520002,33.0,1.752,,3.9166666666666665,
SERMONETA,5902710006,716.0,4.9816666666666665,1.1525017715098462,6.038888888888889,0.9582004738822392
SERMONETA,5902710001,366.0,2.8513333333333333,0.8187901644092541,4.25,1.9634861287459553
SERMONETA,5902710004,1190.0,4.720000000000001,2.437076937644768,6.655555555555555,2.7482486005400544
SERMONETA,5902720007,102.0,3.194666666666667,3.395537414509423,5.3388888888888895,4.621968475941025
SERMONETA,5902710003,247.0,3.7720000000000002,3.1006304197695025,5.094444444444445,4.424343433190378
SERMONETA,5902710005,753.0,7.335666666666667,1.0549736173636441,11.322222222222223,1.0250112917173881
SERMONETA,5902710002,3080.0,2.877666666666667,2.257747623923749,4.838888888888889,1.7939197719374598
SERMONETA,5902720008,101.0,4.668666666666667,0.5837853486799177,6.427777777777777,0.5718715214425678
SERMONETA,5902720009,78.0,5.172000000000001,3.4500349273594315,7.222222222222222,4.775351451095666
SERMONETA,5902720004,57.0,4.749,1.889331098563722,7.055555555555555,3.125003703701509
SERMONETA,5902720006,41.0,4.416,1.3666597967307006,5.5888888888888895,1.2823950393841348
SERMONETA,5902720016,34.0,2.947,0.8404504744480783,4.744444444444445,1.853849848088906
SERMONETA,5902720011,455.0,2.951333333333334,1.3513239187305661,4.594444444444445,1.5696189676809158
SERMONETA,5902720012,88.0,4.034000000000001,0.8590017462147559,6.677777777777778,1.9166183568790955
SERMONETA,5902726601,10.0,6.151333333333333,0.861077425864442,8.55,0.864741451404857
SERMONETA,5902726613,28.0,6.952000000000001,3.321533982966304,8.583333333333332,4.437435445539837
SERMONETA,5902726605,21.0,4.029,1.790074579451929,5.4222222222222225,0.8740603420139144
SERMONETA,5902726615,22.0,7.810666666666667,2.4265354589070682,10.005555555555556,2.986373373496008
SERMONETA,5902726614,35.0,7.785666666666667,1.9814172537184929,9.366666666666667,2.6223928852184684
SERMONETA,5902726610,29.0,5.3533333333333335,1.5785253667056902,7.7333333333333325,3.0586398574820435
SERRONE,6007110001,1535.0,0.133,,0.2833333333333333,
SERRONE,6007110002,180.0,2.574,,4.483333333333333,
SERRONE,6007110003,674.0,3.769,,6.5,
SERRONE,6007120004,53.0,1.088,,2.1166666666666667,
SERRONE,6007120011,16.0,2.153,,3.6333333333333333,
SERRONE,6007126601,30.0,1.941,,3.8,
SERRONE,6007126608,17.0,1.196,,2.683333333333333,
SETTEFRATI,6007210001,143.0,4.624,,8.316666666666666,
SETTEFRATI,6007220005,2.0,6.437,,11.466666666666667,
SEZZE,5902810001,16315.0,2.0759999999999996,0.09180413934022803,4.694444444444444,0.388134188326857
SEZZE,5902810003,331.0,7.808666666666666,0.019629909152447677,12.305555555555555,0.01924500897298746
SEZZE,5902810002,2713.0,0.46133333333333326,0.08082903768654762,1.638888888888889,0.048112522432468906
SEZZE,5902820017,175.0,6.6259999999999994,0.2823242816337269,7.083333333333332,0.4907477288111817
SEZZE,5902820004,73.0,8.86,0.1593486742963366,13.672222222222222,0.09622504486493728
SEZZE,5902820013,62.0,9.175666666666666,0.00635085296108544,13.272222222222222,0.1635825762703939
SEZZE,5902820023,115.0,11.385,3.0570696753590685,14.166666666666666,5.109549882328188
SEZZE,5902820006,68.0,5.988333333333332,0.8103791293791647,9.988888888888889,0.9256129100543374
SEZZE,5902820011,275.0,5.128333333333333,0.2817469313645376,6.888888888888889,0.48112522432468846
SEZZE,5902820012,76.0,9.414,0.0069282032302757715,13.42222222222222,0.16358257627039494
SEZZE,5902820018,181.0,5.175999999999999,0.2823242816337274,6.299999999999999,0.4907477288111817
SEZZE,5902820022,74.0,9.808000000000002,0.2681100520308772,15.21111111111111,0.09765775461803874
SEZZE,5902826701,33.0,4.949,0.28232428163372697,5.85,0.4907477288111822
SEZZE,5902826621,27.0,6.078333333333334,0.2817469313645371,7.45,0.4907477288111817
SEZZE,5902826714,25.0,12.527333333333333,0.37470032470406767,19.138888888888886,1.4529981774605576
SEZZE,5902826720,21.0,7.2219999999999995,0.2823242816337269,8.305555555555555,0.48112522432468846
